repo_owner,repo_name,repo_license,license_category,rows,source_url_count,sample_source_url
qismib,TraNQI,MIT,permissive,36,2,https://github.com/qismib/TraNQI/blob/main/programs/QAOA/QAOA.py
qonwaygameoflife,qonwaygameoflife,Apache-2.0,permissive,36,2,https://github.com/qonwaygameoflife/qonwaygameoflife/blob/master/gol_1d/onedgameoflife.py
qrclab-ui,thelab,MIT,permissive,36,3,https://github.com/qrclab-ui/thelab/blob/main/qrc_sim/encoders.py
quantag,qdb-qscore,MIT,permissive,36,2,https://github.com/quantag/qdb-qscore/blob/main/scripts/q3d/app.py
renlililoli,OMM,MIT,permissive,36,2,https://github.com/renlililoli/OMM/blob/master/inner_prod_qc.py
salekinsirajus,quantum_circuit_debugger,MIT,permissive,36,4,https://github.com/salekinsirajus/quantum_circuit_debugger/blob/master/other/experimental_code/first_experimental_file.ipynb
samn33,qlazy,Apache-2.0,permissive,36,2,https://github.com/samn33/qlazy/blob/master/qlazy/backend/ibmq.py
shubhamkumarsharma03,Quantum-Circuit-Simulator-using-Qiskit,MIT,permissive,36,2,https://github.com/shubhamkumarsharma03/Quantum-Circuit-Simulator-using-Qiskit/blob/main/quantum_simulator/application/circuit_controller.py
smallguoan,QPID-demo,MIT,permissive,36,2,https://github.com/smallguoan/QPID-demo/blob/main/QIK.py
sparshgup,QNL-Net,MIT,permissive,36,3,https://github.com/sparshgup/QNL-Net/blob/main/cifar10_binaryclass/cifar10_binaryclass_model_pca.py
tmlittau,QuASAr,MIT,permissive,36,2,https://github.com/tmlittau/QuASAr/blob/main/quasar/backends/mps.py
vindem,quantumMD,MIT,permissive,36,3,https://github.com/vindem/quantumMD/blob/main/CSWAPCircuit.py
vm6502q,pyqrack-examples,MIT,permissive,36,6,https://github.com/vm6502q/pyqrack-examples/blob/main/algorithms/qft_qiskit.py
y-pleim,adiabatic_fermi_hubbard,MIT,permissive,36,1,https://github.com/y-pleim/adiabatic_fermi_hubbard/blob/main/adiabatic_fermi_hubbard/AdiabaticCircuit.py
yutomueller,qae_classifier,MIT,permissive,36,2,https://github.com/yutomueller/qae_classifier/blob/main/circuits/ansatz.py
zetavus,pyquantum,MIT,permissive,36,1,https://github.com/zetavus/pyquantum/blob/main/pyquantum/circuit.py
BoxiLi,qiskit-CR-calibration,Apache-2.0,permissive,30,2,https://github.com/BoxiLi/qiskit-CR-calibration/blob/master/qiskit_utilities/cr_cnot.py
Brionengine,SII-Framework-Advanced-AI-Robotics-Integration-with-Self-Healing,MIT,permissive,30,3,https://github.com/Brionengine/SII-Framework-Advanced-AI-Robotics-Integration-with-Self-Healing/blob/main/QBear.py
DiCarloLab-Delft,QuantumInspireUtilities,MIT,permissive,30,2,https://github.com/DiCarloLab-Delft/QuantumInspireUtilities/blob/main/qi_utilities/algorithms/trotterization.py
ElhamTorabian,EC-VQE-for-polaron-calculations,Apache-2.0,permissive,30,2,https://github.com/ElhamTorabian/EC-VQE-for-polaron-calculations/blob/main/EC_VQE_efficient_Ch2_sym.py
IsolatedSingularity,Quantum-Chemistry-Eigensolver,MIT,permissive,30,3,https://github.com/IsolatedSingularity/Quantum-Chemistry-Eigensolver/blob/main/examples/tutorial_2_estimation.py
JaviLobillo,TFG_Quantum_Complexity,MIT,permissive,30,2,https://github.com/JaviLobillo/TFG_Quantum_Complexity/blob/main/QFT.py
JordiElSe,Qubit_mapping_MCTS_DNN,MIT,permissive,30,1,https://github.com/JordiElSe/Qubit_mapping_MCTS_DNN/blob/main/Game.py
KIM3310,quantum-workbench,MIT,permissive,30,1,https://github.com/KIM3310/quantum-workbench/blob/main/app/quantum/experiments.py
KOSASIH,QuantumSage,Apache-2.0,permissive,30,3,https://github.com/KOSASIH/QuantumSage/blob/main/Function/quantum_dimensionality_reduction.py
Kahsolt,ICCAD-2023-VQE,MIT,permissive,30,1,https://github.com/Kahsolt/ICCAD-2023-VQE/blob/main/_tutorial_qiskit_vqe.py
Kirjia,Quantheimer-SAD,MIT,permissive,30,2,https://github.com/Kirjia/Quantheimer-SAD/blob/master/Quantum/QuantumExe.py
Kooshano,HHL,MIT,permissive,30,3,https://github.com/Kooshano/HHL/blob/main/src/QLS/matrices/numpy_matrix.py
LSEG-API-Samples,Blueprint.RD.AI.MnE.ProprietaryModelsUsingTensorflowAndKeras,MIT,permissive,30,1,https://github.com/LSEG-API-Samples/Blueprint.RD.AI.MnE.ProprietaryModelsUsingTensorflowAndKeras/blob/main/QuantumDense.py
LavaOps,RENE24,MIT,permissive,30,5,https://github.com/LavaOps/RENE24/blob/main/addBarrier.py
LeoPR,QSVM,Apache-2.0,permissive,30,1,https://github.com/LeoPR/QSVM/blob/main/SVMR.py
MakerDev,quantum_linear_solvers-main,Apache-2.0,permissive,30,1,https://github.com/MakerDev/quantum_linear_solvers-main/blob/main/test/test_linear_solvers.py
MaldoAlberto,QKnn,Apache-2.0,permissive,30,1,https://github.com/MaldoAlberto/QKnn/blob/main/qknn/functions.py
Miguell-J,FeynmS,MIT,permissive,30,5,https://github.com/Miguell-J/FeynmS/blob/main/FeynmS/algorithms/grover.py
NagyTamas0122,QuantumNetworkCoding,Apache-2.0,permissive,30,5,https://github.com/NagyTamas0122/QuantumNetworkCoding/blob/main/codes/connection.py
PawseySC,QCSouthKorea-Workshop-2025,MIT,permissive,30,1,https://github.com/PawseySC/QCSouthKorea-Workshop-2025/blob/main/Pawsey/workshop_utils.py
Quantinuum,SSIP,MIT,permissive,30,4,https://github.com/Quantinuum/SSIP/blob/master/ssip/basic_functions.py
Quantinuum,pytket-custatevec,Apache-2.0,permissive,30,4,https://github.com/Quantinuum/pytket-custatevec/blob/main/benchmarks/benchmark.py
Quantinuum,pytket-iqm,Apache-2.0,permissive,30,3,https://github.com/Quantinuum/pytket-iqm/blob/main/pytket/extensions/iqm/backends/iqm.py
Quantinuum,quantinuum-hardware-quantum-volume,Apache-2.0,permissive,30,3,https://github.com/Quantinuum/quantinuum-hardware-quantum-volume/blob/main/qtm_qv/loading_functions.py
Quasar-UniNA,FuzzyQMEM,MIT,permissive,30,1,https://github.com/Quasar-UniNA/FuzzyQMEM/blob/main/FuzzyQMEM/Circuits.py
RoccoLoter,DMapS,Apache-2.0,permissive,30,1,https://github.com/RoccoLoter/DMapS/blob/master/src/router/car_layout_routing.py
SaashaJoshi,piQture,Apache-2.0,permissive,30,5,https://github.com/SaashaJoshi/piQture/blob/main/piqture/embeddings/angle_encoding.py
Star0228,Quantum_Computing,MIT,permissive,30,2,https://github.com/Star0228/Quantum_Computing/blob/main/lab2_qft_qpe_algorithm/QPE.py
Tangy-Cheese,Quantum_Battleships,MIT,permissive,30,2,https://github.com/Tangy-Cheese/Quantum_Battleships/blob/main/grovershot.py
USCCACS,MISTIQS,MIT,permissive,30,1,https://github.com/USCCACS/MISTIQS/blob/master/src/Heisenberg.py
amyami187,effective_dimension,Apache-2.0,permissive,30,5,https://github.com/amyami187/effective_dimension/blob/master/Eigenvalue_distribution_plots/main_figure/generate_data/fisher_easy_qnn.py
benmcdonough20,AutomatedPERTools,MIT,permissive,30,1,https://github.com/benmcdonough20/AutomatedPERTools/blob/main/pauli_lindblad_per/primitives/circuit.py
bg-wa,quantum_testing,MIT,permissive,30,3,https://github.com/bg-wa/quantum_testing/blob/main/grover_search/grover_search.py
bjader,quantum-neural-network,MIT,permissive,30,4,https://github.com/bjader/quantum-neural-network/blob/main/qnn/ansatz/abbas.py
ccicconetti,serverless_quantum_sim,MIT,permissive,30,2,https://github.com/ccicconetti/serverless_quantum_sim/blob/main/qiskit/ibm_job_estimate.py
chris-n-self,Ising-anyons-Jones-polynomials-for-NISQ,MIT,permissive,30,1,https://github.com/chris-n-self/Ising-anyons-Jones-polynomials-for-NISQ/blob/main/knots_circuits.py
cirKITers,quafel,MIT,permissive,30,2,https://github.com/cirKITers/quafel/blob/main/src/quafel/pipelines/data_generation/nodes.py
copyright2010,IQGO-Iterative-Quantum-Gate-Optimiser,MIT,permissive,30,2,https://github.com/copyright2010/IQGO-Iterative-Quantum-Gate-Optimiser/blob/branch_main/examples/dataset_450/zz_VQC_450.py
ftroisi,spontaneous_emission,Apache-2.0,permissive,30,1,https://github.com/ftroisi/spontaneous_emission/blob/main/spontaneous_emission_utils.py
gate42qc,quantum-futures-hackathon-2019,MIT,permissive,30,3,https://github.com/gate42qc/quantum-futures-hackathon-2019/blob/master/qiskitSimulator.py
hugopgs,Python_Hamiltonian_representation,Apache-2.0,permissive,30,2,https://github.com/hugopgs/Python_Hamiltonian_representation/blob/main/Hamiltonian/Hamiltonian.py
insait-institute,qblaze,Apache-2.0,permissive,30,1,https://github.com/insait-institute/qblaze/blob/master/tests/test_qiskit.py
jakobmina,websteria,MIT,permissive,30,4,https://github.com/jakobmina/websteria/blob/main/app.py
jgidi,quantum-barren-plateaus,Apache-2.0,permissive,30,2,https://github.com/jgidi/quantum-barren-plateaus/blob/main/qubap/qiskit/cost_function_barren_plateau/cost_func_barren_plateau.py
jonaswirth,qi-project,MIT,permissive,30,5,https://github.com/jonaswirth/qi-project/blob/main/models/quantum_image_regression.py
jonathanrenusch,QCNN_BreastMNIST,MIT,permissive,30,1,https://github.com/jonathanrenusch/QCNN_BreastMNIST/blob/main/scripts/visualize_encodings.py
jxerome,quantum-book,Apache-2.0,permissive,30,3,https://github.com/jxerome/quantum-book/blob/main/p32.py
keebanvillarreal,zetton,MIT,permissive,30,1,https://github.com/keebanvillarreal/zetton/blob/main/zetton/quantum/circuits.py
kristiker,source1import,MIT,permissive,30,1,https://github.com/kristiker/source1import/blob/master/utils/shared/qc.py
lezav,variational_quantum_simulation,Apache-2.0,permissive,30,1,https://github.com/lezav/variational_quantum_simulation/blob/main/runtime/runtime_code.py
lllingoo,2QAN,Apache-2.0,permissive,30,1,https://github.com/lllingoo/2QAN/blob/master/py2qan/bench_arch.py
lucasallison,ctqc,MIT,permissive,30,2,https://github.com/lucasallison/ctqc/blob/main/benchmarks/mqt_circuits/generate_mqt_circuits.py
mspronesti,qlearnkit,Apache-2.0,permissive,30,5,https://github.com/mspronesti/qlearnkit/blob/master/qlearnkit/algorithms/qkmeans/qkmeans_circuit.py
mtracy-quantum,learn_quantum,MIT,permissive,30,1,https://github.com/mtracy-quantum/learn_quantum/blob/master/learn_quantum.py
myQLM,myqlm-interop,Apache-2.0,permissive,30,2,https://github.com/myQLM/myqlm-interop/blob/master/qat/interop/qiskit/converters.py
nargesalavi,Parameterized-Quantum-Circuit-for-Building-a-Bell-State,MIT,permissive,30,1,https://github.com/nargesalavi/Parameterized-Quantum-Circuit-for-Building-a-Bell-State/blob/master/Parameterized Quantum Circuit for Building a Bell State/Bell_state_with_gradient_descent.ipynb
natedemoss,Quantum-hackathon,MIT,permissive,30,1,https://github.com/natedemoss/Quantum-hackathon/blob/main/app.py
piyushomanwar16,Quantum_Research_Experiments,MIT,permissive,30,2,https://github.com/piyushomanwar16/Quantum_Research_Experiments/blob/main/src/analysis.py
q-optimize,c3,Apache-2.0,permissive,30,4,https://github.com/q-optimize/c3/blob/dev/examples/Full_loop_single_qubit.ipynb
qosf,monthly-challenges,Apache-2.0,permissive,30,1,https://github.com/qosf/monthly-challenges/blob/main/challenge-2020.12-dec/peguerosdc/qosf-monthly-challenge-02.py
radical-cybertools,quantum-mini-apps,MIT,permissive,30,3,https://github.com/radical-cybertools/quantum-mini-apps/blob/main/src/mini_apps/quantum_simulation/circuit_cutting/qdreamer/examples/calibration.py
rylanmalarchick,cuda-quantum-simulator,MIT,permissive,30,1,https://github.com/rylanmalarchick/cuda-quantum-simulator/blob/master/validation/validate_against_qiskit.py
saralsystems,quantumgridos,Apache-2.0,permissive,30,2,https://github.com/saralsystems/quantumgridos/blob/main/quantumgridos/algorithms/qaoa.py
see-mike-out,patoka,Apache-2.0,permissive,30,2,https://github.com/see-mike-out/patoka/blob/main/src/patoka/match_circuit.py
skyscope-sentinel,Skyscope-AI-Agent-Run-Business,MIT,permissive,30,2,https://github.com/skyscope-sentinel/Skyscope-AI-Agent-Run-Business/blob/main/quantum_enhanced_ai.py
sun1430,qht_use_LCU,MIT,permissive,30,1,https://github.com/sun1430/qht_use_LCU/blob/main/qht.py
vbelis,triple_e,Apache-2.0,permissive,30,1,https://github.com/vbelis/triple_e/blob/master/test/qiskit/test_expressibility.py
wagnersj,uvic_quantum_workshop_2025-07,Apache-2.0,permissive,30,1,https://github.com/wagnersj/uvic_quantum_workshop_2025-07/blob/master/grader/ibm_grader.py
wingcg-blip,Quantum-Resurrection-Protocol,Apache-2.0,permissive,30,5,https://github.com/wingcg-blip/Quantum-Resurrection-Protocol/blob/main/src/finite_size_scaling.py
yoozyboost,GAS_simulator,MIT,permissive,30,2,https://github.com/yoozyboost/GAS_simulator/blob/main/GAS_Simulator/src/oracles/qd_oracle.py
yushengzh,quantum-code-agents,Apache-2.0,permissive,30,1,https://github.com/yushengzh/quantum-code-agents/blob/main/demo/main.py
Adversing,Qiskit,Apache-2.0,permissive,24,3,https://github.com/Adversing/Qiskit/blob/main/DEUTSCH_JOZSA/deutsch_jozsa.py
AdwaithaV,Quantum-Bench,MIT,permissive,24,1,https://github.com/AdwaithaV/Quantum-Bench/blob/main/app/runner.py
Ares16x16,qiskit-exercise,Apache-2.0,permissive,24,1,https://github.com/Ares16x16/qiskit-exercise/blob/main/1.py
Astatium5,Quantum-Option-Pricing,MIT,permissive,24,1,https://github.com/Astatium5/Quantum-Option-Pricing/blob/main/utils/utils.py
BankNatchapol,Quantum-Classical-Logic-Gate,MIT,permissive,24,1,https://github.com/BankNatchapol/Quantum-Classical-Logic-Gate/blob/main/quantum.py
BlackWild,qiu,MIT,permissive,24,1,https://github.com/BlackWild/qiu/blob/master/packages/qiskit-encore/src/qiskit_encore/initializer.py
CERN-QTI,QuASK,Apache-2.0,permissive,24,2,https://github.com/CERN-QTI/QuASK/blob/main/build/lib/quask/core_implementation/qiskit_kernel.py
Canoming,CircTraining,MIT,permissive,24,2,https://github.com/Canoming/CircTraining/blob/master/circuit_struct.py
Cryoris,gradient-reverse-mode,Apache-2.0,permissive,24,3,https://github.com/Cryoris/gradient-reverse-mode/blob/master/benchmarks/efficient_su2.py
CurrenlyDying,lockworks,MIT,permissive,24,4,https://github.com/CurrenlyDying/lockworks/blob/main/experiments/gearbox_comparison.py
Daniel8Murphy0007,Star-Magic,MIT,permissive,24,1,https://github.com/Daniel8Murphy0007/Star-Magic/blob/master/advanced_features.py
ENKI-420,ccce,MIT,permissive,24,1,https://github.com/ENKI-420/ccce/blob/main/aiden_sentinel_prototype.py
ENKI-420,qiskit-genetic-circuit-optimizer,Apache-2.0,permissive,24,1,https://github.com/ENKI-420/qiskit-genetic-circuit-optimizer/blob/master/benchmarks/qiskit_comparison.py
FiQCI,fiqci-examples,MIT,permissive,24,3,https://github.com/FiQCI/fiqci-examples/blob/main/qiskit/bernstein_vazirani.py
GaidaiIgor,permutation_unitaries,MIT,permissive,24,1,https://github.com/GaidaiIgor/permutation_unitaries/blob/main/src/permutation_circuit_generator.py
HanGuWon,rocQuantum,MIT,permissive,24,2,https://github.com/HanGuWon/rocQuantum/blob/main/integrations/qiskit-rocquantum-provider/tests/test_backend.py
Herutriana44,AllergenicityPredictionCNN,MIT,permissive,24,1,https://github.com/Herutriana44/AllergenicityPredictionCNN/blob/main/quantum_allergen_prediction_training.py
IgorKolodziej,QuantumRAG,MIT,permissive,24,1,https://github.com/IgorKolodziej/QuantumRAG/blob/main/src/components/GroverTopK.py
JavaFXpert,from-qiskit-python-to-cpp,Apache-2.0,permissive,24,4,https://github.com/JavaFXpert/from-qiskit-python-to-cpp/blob/main/examples/02_gates_tour/gates_tour.py
Jiyao17,topodqc,MIT,permissive,24,1,https://github.com/Jiyao17/topodqc/blob/main/src/scripts/circuit_gen.py
KOSASIH,QuantumCog-Command,Apache-2.0,permissive,24,4,https://github.com/KOSASIH/QuantumCog-Command/blob/main/bit_flip_code.py
Karundeep61,Quantum-NN,MIT,permissive,24,3,https://github.com/Karundeep61/Quantum-NN/blob/main/Spin.py
Kianmhz,Quantum-Autonomous-Planning,MIT,permissive,24,1,https://github.com/Kianmhz/Quantum-Autonomous-Planning/blob/main/src/quantum/grover_ped_demo.py
LowkeyCoding,QuantumExam,MIT,permissive,24,1,https://github.com/LowkeyCoding/QuantumExam/blob/master/helpers.py
Mixa26,Quantum-money,Apache-2.0,permissive,24,1,https://github.com/Mixa26/Quantum-money/blob/main/quantum_money.py
NEASQC,Variationals_algorithms,EUPL-1.2,permissive,24,3,https://github.com/NEASQC/Variationals_algorithms/blob/main/misc/python_scripts/h2evo.py
NTU-LaDS-II,qATG,BSD-3-Clause,permissive,24,2,https://github.com/NTU-LaDS-II/qATG/blob/main/qatg/qatgConfiguration.py
Nakshatra05,Quantum-Sudoku-Solver,MIT,permissive,24,2,https://github.com/Nakshatra05/Quantum-Sudoku-Solver/blob/main/src/grover_utils.py
NeuralNinja110,STRATOHACK,MIT,permissive,24,1,https://github.com/NeuralNinja110/STRATOHACK/blob/main/src/models/ml_models.py
OriginQ,QPanda-2,Apache-2.0,permissive,24,2,https://github.com/OriginQ/QPanda-2/blob/master/pyQPanda/pyqpanda/backends/IBM/executeOnIBMQ.py
PennyLaneAI,pennylane-cirq,Apache-2.0,permissive,24,3,https://github.com/PennyLaneAI/pennylane-cirq/blob/master/pennylane_cirq/cirq_device.py
PennyLaneAI,pennylane-pq,Apache-2.0,permissive,24,4,https://github.com/PennyLaneAI/pennylane-pq/blob/master/tests/test_basis_state.py
Poojjasm,quantum-dashboard,MIT,permissive,24,1,https://github.com/Poojjasm/quantum-dashboard/blob/main/backend/quantum_engine.py
ProvideQ,toolbox-server,MIT,permissive,24,2,https://github.com/ProvideQ/toolbox-server/blob/develop/demonstrators/qiskit/molecule-energy/molecule-energy.py
QCFlow,QLLVM,Apache-2.0,permissive,24,1,https://github.com/QCFlow/QLLVM/blob/master/tools/driver/qllvm.in
QLemma,qleet,Apache-2.0,permissive,24,2,https://github.com/QLemma/qleet/blob/master/tutorials/.ipynb_checkpoints/Entanglement Spectrum of PQCs-checkpoint.ipynb
QuSTaR,kaleidoscope,Apache-2.0,permissive,24,3,https://github.com/QuSTaR/kaleidoscope/blob/master/kaleidoscope/interactive/bloch/bloch2d.py
Quantinuum,hugr-phase-fold,MIT,permissive,24,2,https://github.com/Quantinuum/hugr-phase-fold/blob/main/hugr_phase_fold/analysis.py
Quantinuum,mvsp,MIT,permissive,24,4,https://github.com/Quantinuum/mvsp/blob/main/mvsp/circuits/core/register_circuit.py
Quantinuum,qcorrect,Apache-2.0,permissive,24,2,https://github.com/Quantinuum/qcorrect/blob/main/src/qcorrect/allocation.py
Quantinuum,qwasm,MIT,permissive,24,2,https://github.com/Quantinuum/qwasm/blob/master/qwasm/modtypes.py
RQM-Technologies-dev,rqm-qiskit,MIT,permissive,24,2,https://github.com/RQM-Technologies-dev/rqm-qiskit/blob/main/src/rqm_qiskit/circuit.py
RandomKiddo,qrng,MIT,permissive,24,1,https://github.com/RandomKiddo/qrng/blob/master/qrng.py
RichardYang88,materials_property_prediction,Apache-2.0,permissive,24,2,https://github.com/RichardYang88/materials_property_prediction/blob/main/QRANN.py
Royschenk,Circuit_Optimization,MIT,permissive,24,2,https://github.com/Royschenk/Circuit_Optimization/blob/main/Circuit-Cutting_Circuit-Optimization/cc-dd.py
ScQ-Cloud,quafu-tutorial,Apache-2.0,permissive,24,1,https://github.com/ScQ-Cloud/quafu-tutorial/blob/main/algorithm/Shor algorithm/Shor's_algorithm/qiskit-Shor.py
String137,PQC,MIT,permissive,24,2,https://github.com/String137/PQC/blob/main/PQC.py
Tanji-A,Quantum-phase-classification-via-quantum-hypothesis-testing,Apache-2.0,permissive,24,1,https://github.com/Tanji-A/Quantum-phase-classification-via-quantum-hypothesis-testing/blob/main/exactqcnn.py
Travis-S-IBM,q-kernel-ops,Apache-2.0,permissive,24,1,https://github.com/Travis-S-IBM/q-kernel-ops/blob/master/studies/prototype/TwoLocal_example.py
VMilena30,QApp,MIT,permissive,24,1,https://github.com/VMilena30/QApp/blob/main/QApp.py
Veriqloud,ubqc_squidasm,Apache-2.0,permissive,24,3,https://github.com/Veriqloud/ubqc_squidasm/blob/main/benchmarking.py
YashLokare02,ClassicalNonlinearSystems,MIT,permissive,24,2,https://github.com/YashLokare02/ClassicalNonlinearSystems/blob/main/Pre- and post-processing results/Pre- and post-processing of results.py
airbus,discrete-optimization,MIT,permissive,24,2,https://github.com/airbus/discrete-optimization/blob/master/examples/qiskit_examples/run_personnalized_ansatz.py
arec1b0,crypto-comparison,MIT,permissive,24,4,https://github.com/arec1b0/crypto-comparison/blob/master/quantum_cryptography/protocols/grover_example.py
